"","p(Int)","lam(Int)","p(camdays)","lam(ndvi)","lam(npp)","lam(rad)","lam(water)","lam(ndvi:npp)","lam(ndvi:rad)","lam(ndvi:water)","lam(npp:rad)","lam(npp:water)","lam(rad:water)","df","logLik","AICc","delta","weight"
"144",0.660312750347304,5.01638691290035,3.07922785258782,0.106145801143151,0.0722749178108327,-0.542990844341683,0.121667746477217,NA,NA,NA,-0.754973885619663,NA,NA,9,-368.602726645856,758.108679098164,15.6069579329723,0.000119098337721759
"688",0.692889513196095,5.2065714100051,3.0356100430812,0.0927041927648087,0.142718839249232,0.0359514818159277,0.185829455236209,NA,0.177135976980941,NA,0.239224084235056,NA,0.178703463230866,11,-366.209877876923,758.819755753845,16.3180345886529,8.34636486391412e-05
"784",3.08919872278725,5.22441074172505,5.74640517343915,-0.00604321940803683,0.753661263071662,0.0484398551752704,0.403990962192107,NA,NA,NA,NA,-0.355420579155081,0.489384501235137,10,-370.846424499745,765.299406376539,22.7976852113474,3.26933264531662e-06
"590",0.599284035527286,5.10372037991383,2.88203173760897,-0.161916118749225,NA,0.0737715656545117,0.545053255386813,NA,NA,-0.185063345402433,NA,NA,0.790121924555681,9,-372.690373944812,766.283973696075,23.7822525308834,1.99831079326115e-06
"592",3.24867406220078,5.12980212299307,5.94823239614236,0.0764142009792047,0.0620404501076728,-0.196359820158694,0.247029715019357,NA,NA,-0.168641643125165,NA,NA,0.174162332078236,10,-372.308891421883,768.224340220815,25.7226190556227,7.5738691334455e-07
"622",1.39553521742935,5.02881820717804,3.61789735620301,-0.106897344984766,NA,-0.395778556691908,0.191183236366826,NA,0.343689172472251,-0.190209607603051,NA,NA,-0.49165891093202,10,-373.30394850322,770.21445438349,27.7127332182977,2.80007714783288e-07
"655",3.855852783072,5.00734301741554,6.44620088542466,NA,0.381635463230498,-0.208884290043038,-0.0811304332024242,NA,NA,NA,0.633093347722073,NA,-0.307216239661672,9,-376.269212520455,773.441650847361,30.9399296821692,5.57690426185639e-08
"128",5.71085508846813,5.01288289039339,8.10657954710205,-0.342725888638798,-0.27514371433976,-0.0593748161621644,0.336527295691826,-1.76941945520206,0.148937594383326,-0.0124925337730251,NA,NA,NA,11,-375.521331047098,777.442662094196,34.9409409290037,7.54370394079758e-09
"992",6.68520029046611,4.94152994779991,9.02998918256485,-0.29268759656415,0.144293185614439,-0.198276278525906,0.514023869802473,-1.3725838059019,NA,-0.0666495784109054,-0.867967670790983,-0.265691076305488,0.339046676941574,13,-375.081482627074,782.438827323114,39.9371061579216,6.20413359499284e-10
"16",12.4100458962872,4.79079874701362,13.8120626485318,-0.144073970246585,0.0825813933149375,-0.243454329168691,0.313028509296533,NA,NA,NA,NA,NA,NA,8,-383.589144359584,785.464003004883,42.9622818396906,1.36701282271548e-10
"976",5.57493828716135,5.82188941135975,7.91805036038113,-0.161847475902545,3.05444431423956,1.49202478964456,0.0443903958614817,NA,NA,-0.0487928434157094,5.08275402442625,-1.1285668368785,-0.409561519097612,12,-378.369654762094,786.027445117408,43.525723952216,1.03138945810136e-10
"384",11.5212031092597,4.87513801590478,12.4781822950181,-0.421921517791131,0.218773876683464,0.0221563349224694,0.534444803444182,-1.59437290934499,0.160853424962072,-0.0835813322831511,NA,-0.263689462834496,NA,12,-378.726263414503,786.740662422226,44.2389412570342,7.22020482926755e-11
