"","p(Int)","lam(Int)","p(camdays)","lam(ndvi)","lam(npp)","lam(rad)","lam(water)","lam(ndvi:npp)","lam(ndvi:rad)","lam(ndvi:water)","lam(npp:rad)","lam(npp:water)","lam(rad:water)","df","logLik","AICc","delta","weight"
"512",39.7488633245914,-4.63362416528158,32.7682417122833,-0.582504033465546,-24.0000983901949,-7.170102679706,-1.2052781059719,2.68845503550403,1.60313281696537,-0.727374032794189,-19.0655090108987,-15.924240181652,NA,13,-108.513475290493,249.302812649951,9.67253070315996,0.000777830856258024
"416",28.6335328454098,-0.0756376342156193,18.9196999706107,-0.870913918283022,-12.2420674275817,0.582421882764578,-1.73504101137242,-3.11608774611557,NA,NA,2.45269595776315,-12.3824334447267,NA,11,-111.452837780674,249.305675561348,9.6753936145565,0.000776718222379586
"896",13.8583919134953,-0.908593224023156,12.3564521745833,-1.00239892538873,-13.1488781720636,-1.06623209629646,-2.85961891556226,1.156233539537,0.684445953273877,-1.14118340693839,NA,-18.6656030478543,-2.25768722820246,13,-108.59806214281,249.471986354585,9.84170440779425,0.000714742429846575
"992",8.1417456825643,-3.50776754532159,9.69974285137735,-0.576984554440125,-20.6305902867181,-5.24665623301843,-4.65959337555851,0.714381161112283,NA,-1.26411159210434,-8.19660913479872,-21.470740063272,-3.19240179356813,13,-108.6924368705,249.660735809965,10.0304538631736,0.000650373954533282
"928",41.9024066951651,-3.4296393280095,35.142598671808,-1.30507609120293,-19.9366911781362,-3.92048544455808,-4.39667724556057,-3.5726745217596,NA,NA,-5.05440555661157,-20.8152746690278,-3.17427928091053,12,-110.254378915275,249.79689342377,10.1666114769788,0.000607570796105269
"656",23.7877471700584,-0.17783680977319,14.3205940520173,0.000978982032300406,-9.59473404446356,-0.99581323173051,-0.784745375799604,NA,NA,NA,-0.0948763895224781,NA,-0.198265847469006,10,-113.104655389782,249.815868156612,10.1855862098213,0.000601833806827692
"624",30.7646922305109,0.487157872321047,26.9326327453792,-0.292915415148237,-8.47547140423885,-0.199833555619941,0.169454849730265,NA,0.585971390159494,-0.218871861591322,NA,NA,0.585764876163559,11,-111.948983386056,250.297966772112,10.667684825321,0.000472922738241968
"128",32.8218968152236,0.324772725594585,28.9869040627905,-0.354929240506947,-8.43977638254695,-0.530595554762765,-0.144009038574003,-0.0867041379149733,0.49523215701652,-0.261874692693506,NA,NA,NA,11,-111.990204068191,250.380408136382,10.7501261895904,0.000453824858289236
"704",32.7671289608512,-6.60911535654534,29.6304622416453,-0.0813808362462384,-27.5829664437459,-11.7346813542199,1.6305210599057,2.36864089707454,1.91098722215627,NA,-32.8497240314243,NA,2.17112000586061,12,-110.560540370175,250.409216333571,10.7789343867797,0.000447334774401944
"960",37.9554833642931,-5.65605622878258,24.4479465473484,-0.349305735207637,-25.8123938548013,-8.83669456580648,-0.903771370403731,2.5828593631491,1.92260292132599,NA,-24.4517953239674,-13.5019480615816,0.591334813885379,13,-109.127547006347,250.53095608166,10.9006741348687,0.000420917720474376
